1,2955.659943074011,760.4604443359375
2,476.38219659550884,523.7940600585938
3,316.04969225245986,357.78615234375
4,259.49190723004483,289.7987377929687
5,229.63444159043783,302.40177734375
6,206.87288666359717,244.81087524414062
7,192.31988370096857,217.0226708984375
8,181.302815651287,212.80930541992188
9,172.12690282511363,204.50787841796875
10,165.94761930655403,198.29716674804686
11,160.6646002105501,192.2453890991211
12,157.20927952727448,193.0065124511719
13,154.84359423564595,197.30265686035156
14,152.77650139896156,187.41544555664063
15,150.46027981913264,185.88111877441406
16,149.95611991088208,185.62360778808593
17,148.69823086399617,180.71359497070313
18,147.9720854071718,181.40707153320312
19,147.36434436524567,182.68546508789063
20,147.18092190309406,182.66943359375
